SourceFlowName,SourceUnit,MatchCondition,TargetFlowName,TargetUnit,Mapper,Map method,Verifier,Note,LastUpdated
"1,2-DIBROMOETHANE",kg, =,Ethylene dibromide,kg,Hottle,index All_mappings file,,,10/14/2020
"1,2-DICHLORO-1,1,2-TRIFLUOROETHANE",kg, =,HCFC-123a,kg,Hottle,index All_mappings file,,,10/14/2020
"1,2-DICHLORO-1,1-DIFLUOROETHANE",kg, =,HCFC-132b,kg,Hottle,index All_mappings file,,,10/14/2020
"1,2-DICHLOROBENZENE",kg, =,o-Dichlorobenzene,kg,Hottle,index All_mappings file,,,10/14/2020
"1,2-DICHLOROETHANE",kg, =,"1,2-Dichloroethane",kg,Hottle,index All_mappings file,,,10/14/2020
"1,2-DICHLOROETHYLENE",kg, =,"1,2-Dichloroethylene",kg,Hottle,index All_mappings file,,,10/14/2020
"1,2-DICHLOROPROPANE",kg, =,"1,2-Dichloropropane",kg,Hottle,index All_mappings file,,,10/14/2020
"1,2-DIPHENYLHYDRAZINE",kg, =,"1,2-Diphenylhydrazine",kg,Hottle,index All_mappings file,,,10/14/2020
"1,2-PHENYLENEDIAMINE",kg, =,"1,2-Phenylenediamine",kg,Hottle,index All_mappings file,,,10/14/2020
"1,3-BUTADIENE",kg, =,"1,3-Butadiene",kg,Hottle,index All_mappings file,,,10/14/2020
"1,3-DICHLORO-1,1,2,2,3-PENTAFLUOROPROPANE",kg,=,HCFC-225cb,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"1,3-DICHLOROBENZENE",kg, =,m-Dichlorobenzene,kg,Hottle,index All_mappings file,,,10/14/2020
"1,3-DICHLOROPROPYLENE",kg, =,"1,3-Dichloropropene",kg,Hottle,index All_mappings file,,,10/14/2020
"1,3-PHENYLENEDIAMINE",kg, =,"1,3-Phenylenediamine",kg,Hottle,index All_mappings file,,,10/14/2020
"1,4-DICHLORO-2-BUTENE",kg, =,"1,4-Dichloro-2-butene",kg,Hottle,index All_mappings file,,,10/14/2020
"1,4-DICHLOROBENZENE",kg, =,p-Dichlorobenzene,kg,Hottle,index All_mappings file,,,10/14/2020
"1,4-DIOXANE",kg, =,"1,4-Dioxane",kg,Hottle,index All_mappings file,,,10/14/2020
1-BROMOPROPANE,kg, =,1-Bromopropane,kg,Hottle,index All_mappings file,,,10/14/2020
"1-CHLORO-1,1,2,2-TETRAFLUOROETHANE",kg, =,HCFC-124a,kg,Hottle,index All_mappings file,,,10/14/2020
"1-CHLORO-1,1-DIFLUOROETHANE",kg, =,HCFC-142b,kg,Hottle,index All_mappings file,,,10/14/2020
"2,2-BIS(BROMOMETHYL)-1,3-PROPANEDIOL",kg, =,"2,2-Bis(bromomethyl)-1,3-propanediol",kg,Hottle,index All_mappings file,,,10/14/2020
"2,2-DICHLORO-1,1,1-TRIFLUOROETHANE",kg, =,HCFC-123,kg,Hottle,index All_mappings file,,,10/14/2020
"2,3-DICHLOROPROPENE",kg, =,"2,3-Dichloropropene",kg,Hottle,index All_mappings file,,,10/14/2020
"2,4,5-TRICHLOROPHENOL",kg, =,"2,4,5-Trichlorophenol",kg,Hottle,index All_mappings file,,,10/14/2020
"2,4,6-TRICHLOROPHENOL",kg, =,"2,4,6-Trichlorophenol",kg,Hottle,index All_mappings file,,,10/14/2020
"2,4-D",kg, =,"2,4-D",kg,Hottle,index All_mappings file,,,10/14/2020
"2,4-D 2-ethyl-4-methylpentyl ester",kg,=,"2,4-D 2-ethyl-4-methylpentyl ester",kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"2,4-D 2-ETHYL-4-METHYLPENTYL ESTER",kg,=,"2,4-D 2-ethyl-4-methylpentyl ester",kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"2,4-D 2-ETHYLHEXYL ESTER",kg, =,"2,4-D 2-ethylhexyl ester",kg,Hottle,index All_mappings file,,,10/14/2020
"2,4-D BUTOXYETHYL ESTER",kg, =,"2,4-D 2-butoxyethyl ester",kg,Hottle,index All_mappings file,,,10/14/2020
"2,4-D butyl ester",kg,=,"2,4-D butyl ester",kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"2,4-D BUTYL ESTER",kg,=,"2,4-D butyl ester",kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"2,4-D chlorocrotyl ester",kg,=,"2,4-D chlorocrotyl ester",kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"2,4-D CHLOROCROTYL ESTER",kg,=,"2,4-D chlorocrotyl ester",kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"2,4-D isopropyl ester",kg,=,"2,4-D isopropyl ester",kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"2,4-D ISOPROPYL ESTER",kg,=,"2,4-D isopropyl ester",kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"2,4-D PROPYLENE GLYCOL BUTYL ETHER ESTER",kg,=,"2,4-D 2-butoxymethylethyl ester",kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"2,4-D SODIUM SALT",kg,=,"2,4-D sodium salt",kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"2,4-DB",kg, =,"2,4-DB",kg,Hottle,index All_mappings file,,,10/14/2020
"2,4-DIAMINOTOLUENE",kg, =,"2,4-Toluenediamine",kg,Hottle,index All_mappings file,,,10/14/2020
"2,4-DICHLOROPHENOL",kg, =,"2,4-Dichlorophenol",kg,Hottle,index All_mappings file,,,10/14/2020
"2,4-DIMETHYLPHENOL",kg, =,"2,4-Dimethylphenol",kg,Hottle,index All_mappings file,,,10/14/2020
"2,4-DINITROPHENOL",kg, =,"2,4-Dinitrophenol",kg,Hottle,index All_mappings file,,,10/14/2020
"2,4-DINITROTOLUENE",kg, =,"2,4-Dinitrotoluene",kg,Hottle,index All_mappings file,,,10/14/2020
"2,4-DITHIOBIURET",kg, =,Dithiobiuret,kg,Hottle,index All_mappings file,,,10/14/2020
"2,4-DP",kg,=,Dichlorprop,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"2,6-DINITROTOLUENE",kg, =,"2,6-Dinitrotoluene",kg,Hottle,index All_mappings file,,,10/14/2020
"2,6-XYLIDINE",kg, =,"2,6-Xylidine",kg,Hottle,index All_mappings file,,,10/14/2020
2-ACETYLAMINOFLUORENE,kg,=,2-Acetylaminofluorene,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"2-CHLORO-1,1,1,2-TETRAFLUOROETHANE",kg, =,HCFC-124,kg,Hottle,index All_mappings file,,,10/14/2020
"2-CHLORO-1,1,1-TRIFLUOROETHANE",kg, =,HCFC-133a,kg,Hottle,index All_mappings file,,,10/14/2020
2-ETHOXYETHANOL,kg, =,2-Ethoxyethanol,kg,Hottle,index All_mappings file,,,10/14/2020
2-MERCAPTOBENZOTHIAZOLE,kg, =,2-Mercaptobenzothiazole,kg,Hottle,index All_mappings file,,,10/14/2020
2-METHOXYETHANOL,kg, =,2-Methoxyethanol,kg,Hottle,index All_mappings file,,,10/14/2020
2-METHYLLACTONITRILE,kg, =,Acetone cyanohydrin,kg,Hottle,index All_mappings file,,,10/14/2020
2-METHYLPYRIDINE,kg, =,2-Methylpyridine,kg,Hottle,index All_mappings file,,,10/14/2020
2-NITROPHENOL,kg, =,o-Nitrophenol,kg,Hottle,index All_mappings file,,,10/14/2020
2-NITROPROPANE,kg, =,2-Nitropropane,kg,Hottle,index All_mappings file,,,10/14/2020
2-PHENYLPHENOL,kg, =,2-Phenylphenol,kg,Hottle,index All_mappings file,,,10/14/2020
"3,3-DICHLORO-1,1,1,2,2-PENTAFLUOROPROPANE",kg,=,HCFC-225ca,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"3,3'-DICHLOROBENZIDINE",kg, =,"3,3'-Dichlorobenzidine",kg,Hottle,index All_mappings file,,,10/14/2020
"3,3'-DICHLOROBENZIDINE DIHYDROCHLORIDE",kg, =,"3,3'-Dichlorobenzidine dihydrochloride",kg,Hottle,index All_mappings file,,,10/14/2020
"3,3'-DIMETHOXYBENZIDINE",kg, =,"3,3'-Dimethoxybenzidine",kg,Hottle,index All_mappings file,,,10/14/2020
"3,3'-DIMETHOXYBENZIDINE DIHYDROCHLORIDE",kg,=,"3,3'-Dimethoxybenzidine dihydrochloride",kg,Hottle,original TRI mappings not in current version,,,7/20/2018
"3,3'-DIMETHYLBENZIDINE",kg, =,"3,3'-Dimethylbenzidine",kg,Hottle,index All_mappings file,,,10/14/2020
"3-CHLORO-1,1,1-TRIFLUOROPROPANE",kg, =,HCFC-253fb,kg,Hottle,index All_mappings file,,,10/14/2020
3-CHLORO-2-METHYL-1-PROPENE,kg, =,3-Chloro-2-methyl-1-propene,kg,Hottle,index All_mappings file,,,10/14/2020
3-CHLOROPROPIONITRILE,kg, =,3-Chloropropionitrile,kg,Hottle,index All_mappings file,,,10/14/2020
3-IODO-2-PROPYNYL BUTYLCARBAMATE,kg, =,3-Iodo-2-propynyl butylcarbamate,kg,Hottle,index All_mappings file,,,10/14/2020
"4,4'-DIAMINODIPHENYL ETHER",kg, =,"4,4'-Diaminodiphenyl ether",kg,Hottle,index All_mappings file,,,10/14/2020
"4,4'-ISOPROPYLIDENEDIPHENOL",kg, =,"4,4'-Isopropylidenediphenol",kg,Hottle,index All_mappings file,,,10/14/2020
"4,4'-METHYLENEBIS(2-CHLOROANILINE)",kg, =,"4,4'-Methylenebis(2-chloroaniline)",kg,Hottle,index All_mappings file,,,10/14/2020
"4,4'-METHYLENEDIANILINE",kg, =,"4,4'-Methylenedianiline",kg,Hottle,index All_mappings file,,,10/14/2020
"4,6-DINITRO-O-CRESOL",kg,=,"4,6-Dinitro-o-cresol",kg,Hottle,original TRI mappings not in current version,,,7/20/2018
4-AMINOBIPHENYL,kg, =,4-Aminobiphenyl,kg,Hottle,index All_mappings file,,,10/14/2020
4-DIMETHYLAMINOAZOBENZENE,kg, =,4-Dimethylaminoazobenzene,kg,Hottle,index All_mappings file,,,10/14/2020
4-NITROPHENOL,kg, =,p-Nitrophenol,kg,Hottle,index All_mappings file,,,10/14/2020
5-NITRO-O-TOLUIDINE,kg, =,2-Methyl-5-nitroaniline,kg,Hottle,index All_mappings file,,,10/14/2020
ABAMECTIN,kg, =,Abamectin,kg,Hottle,index All_mappings file,,,10/14/2020
ACEPHATE,kg, =,Acephate,kg,Hottle,index All_mappings file,,,10/14/2020
ACETALDEHYDE,kg, =,Acetaldehyde,kg,Hottle,index All_mappings file,,,10/14/2020
ACETAMIDE,kg, =,Acetamide,kg,Hottle,index All_mappings file,,,10/14/2020
ACETONITRILE,kg, =,Acetonitrile,kg,Hottle,index All_mappings file,,,10/14/2020
ACETOPHENONE,kg, =,Acetophenone,kg,Hottle,index All_mappings file,,,10/14/2020
"ACIFLUORFEN, SODIUM SALT",kg, =,"Acifluorfen, sodium salt",kg,Hottle,index All_mappings file,,,10/14/2020
ACROLEIN,kg, =,Acrolein,kg,Hottle,index All_mappings file,,,10/14/2020
ACRYLAMIDE,kg, =,Acrylamide,kg,Hottle,index All_mappings file,,,10/14/2020
ACRYLIC ACID,kg, =,Acrylic acid,kg,Hottle,index All_mappings file,,,10/14/2020
ACRYLONITRILE,kg, =,Acrylonitrile,kg,Hottle,index All_mappings file,,,10/14/2020
ALACHLOR,kg, =,Alachlor,kg,Hottle,index All_mappings file,,,10/14/2020
ALDICARB,kg, =,Aldicarb,kg,Hottle,index All_mappings file,,,10/14/2020
ALDRIN,kg, =,Aldrin,kg,Hottle,index All_mappings file,,,10/14/2020
ALLYL ALCOHOL,kg, =,2-Propen-1-ol,kg,Hottle,index All_mappings file,,,10/14/2020
ALLYL CHLORIDE,kg, =,Allyl chloride,kg,Hottle,index All_mappings file,,,10/14/2020
ALLYLAMINE,kg, =,Allylamine,kg,Hottle,index All_mappings file,,,10/14/2020
ALPHA-NAPHTHYLAMINE,kg, =,1-Naphthalenamine,kg,Hottle,index All_mappings file,,,10/14/2020
ALUMINUM (FUME OR DUST),kg, =,Aluminum,kg,Hottle,index All_mappings file,,,10/14/2020
ALUMINUM OXIDE (FIBROUS FORMS),kg, =,Alumina,kg,Hottle,index All_mappings file,,,10/14/2020
ALUMINUM PHOSPHIDE,kg, =,Aluminum phosphide,kg,Hottle,index All_mappings file,,,10/14/2020
AMETRYN,kg, =,Ametryn,kg,Hottle,index All_mappings file,,,10/14/2020
AMITROLE,kg, =,Amitrole,kg,Hottle,index All_mappings file,,,10/14/2020
AMMONIA,kg, =,Ammonia,kg,Hottle,index All_mappings file,,,10/14/2020
Anilazine,kg,=,Anilazine,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
ANILAZINE,kg,=,Anilazine,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
ANILINE,kg, =,Aniline,kg,Hottle,index All_mappings file,,,10/14/2020
ANTHRACENE,kg, =,Anthracene,kg,Hottle,index All_mappings file,,,10/14/2020
ANTIMONY,kg, =,Antimony,kg,Hottle,index All_mappings file,,,10/14/2020
ANTIMONY COMPOUNDS,kg, =,Antimony compounds,kg,Hottle,index All_mappings file,,,10/14/2020
ARSENIC,kg, =,Arsenic,kg,Hottle,index All_mappings file,,,10/14/2020
ARSENIC COMPOUNDS,kg, =,Arsenic compounds,kg,Hottle,index All_mappings file,,,10/14/2020
ASBESTOS (FRIABLE),kg,<,Asbestos,kg,Hottle,manual,,,10/14/2020
ATRAZINE,kg, =,Atrazine,kg,Hottle,index All_mappings file,,,10/14/2020
BARIUM,kg, =,Barium,kg,Hottle,index All_mappings file,,,10/14/2020
BARIUM COMPOUNDS,kg, =,Barium compounds,kg,Hottle,index All_mappings file,,,10/14/2020
Bendiocarb,kg,=,Bendiocarb,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
BENDIOCARB,kg,=,Bendiocarb,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
BENFLURALIN,kg, =,Benfluralin,kg,Hottle,index All_mappings file,,,10/14/2020
BENOMYL,kg, =,Benomyl,kg,Hottle,index All_mappings file,,,10/14/2020
BENZAL CHLORIDE,kg, =,Benzal chloride,kg,Hottle,index All_mappings file,,,10/14/2020
BENZENE,kg, =,Benzene,kg,Hottle,index All_mappings file,,,10/14/2020
BENZIDINE,kg, =,Benzidine,kg,Hottle,index All_mappings file,,,10/14/2020
"BENZO(G,H,I)PERYLENE",kg, =,Benzo[ghi]perylene,kg,Hottle,index All_mappings file,,,10/14/2020
BENZOIC TRICHLORIDE,kg, =,Benzotrichloride,kg,Hottle,index All_mappings file,,,10/14/2020
BENZOYL CHLORIDE,kg, =,Benzoyl chloride,kg,Hottle,index All_mappings file,,,10/14/2020
BENZOYL PEROXIDE,kg, =,Benzoyl peroxide,kg,Hottle,index All_mappings file,,,10/14/2020
BENZYL CHLORIDE,kg, =,Benzyl chloride,kg,Hottle,index All_mappings file,,,10/14/2020
BERYLLIUM,kg, =,Beryllium,kg,Hottle,index All_mappings file,,,10/14/2020
BERYLLIUM COMPOUNDS,kg, =,Beryllium compounds,kg,Hottle,index All_mappings file,,,10/14/2020
BETA-NAPHTHYLAMINE,kg, =,2-Naphthalenamine,kg,Hottle,index All_mappings file,,,10/14/2020
BIFENTHRIN,kg, =,Bifenthrin,kg,Hottle,index All_mappings file,,,10/14/2020
BIPHENYL,kg, =,Biphenyl,kg,Hottle,index All_mappings file,,,10/14/2020
BIS(2-CHLORO-1-METHYLETHYL) ETHER,kg, =,Bis(2-chloro-1-methylethyl) ether,kg,Hottle,index All_mappings file,,,10/14/2020
BIS(2-CHLOROETHOXY)METHANE,kg, =,Bis(2-chloroethoxy)methane,kg,Hottle,index All_mappings file,,,10/14/2020
BIS(2-CHLOROETHYL) ETHER,kg, =,Bis(2-chloroethyl) ether,kg,Hottle,index All_mappings file,,,10/14/2020
BIS(CHLOROMETHYL) ETHER,kg, =,Bis(chloromethyl) ether,kg,Hottle,index All_mappings file,,,10/14/2020
BORON TRICHLORIDE,kg, =,Boron trichloride,kg,Hottle,index All_mappings file,,,10/14/2020
BORON TRIFLUORIDE,kg, =,Boron trifluoride,kg,Hottle,index All_mappings file,,,10/14/2020
Bromacil,kg,=,Bromacil,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
BROMACIL,kg,=,Bromacil,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
BROMINE,kg, =,Bromine,kg,Hottle,index All_mappings file,,,10/14/2020
BROMOCHLORODIFLUOROMETHANE,kg, =,Halon 1211,kg,Hottle,index All_mappings file,,,10/14/2020
BROMOFORM,kg,=,Tribromomethane,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
BROMOMETHANE,kg, =,Methyl bromide,kg,Hottle,index All_mappings file,,,10/14/2020
BROMOTRIFLUOROMETHANE,kg, =,Halon 1301,kg,Hottle,index All_mappings file,,,10/14/2020
BROMOXYNIL,kg, =,Bromoxynil,kg,Hottle,index All_mappings file,,,10/14/2020
BROMOXYNIL OCTANOATE,kg, =,Bromoxynil octanoate,kg,Hottle,index All_mappings file,,,10/14/2020
BRUCINE,kg, =,Brucine,kg,Hottle,index All_mappings file,,,10/14/2020
BUTYL ACRYLATE,kg, =,Butyl acrylate,kg,Hottle,index All_mappings file,,,10/14/2020
BUTYRALDEHYDE,kg, =,Butyraldehyde,kg,Hottle,index All_mappings file,,,10/14/2020
C.I. DIRECT BLACK 38,kg,=,C.I. Direct Black 38,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
C.I. DIRECT BLUE 218,kg, =,C.I. Direct Blue 218,kg,Hottle,index All_mappings file,,,10/14/2020
C.I. SOLVENT YELLOW 34,kg, =,Auramine,kg,Hottle,index All_mappings file,,,10/14/2020
CADMIUM,kg, =,Cadmium,kg,Hottle,index All_mappings file,,,10/14/2020
CADMIUM COMPOUNDS,kg, =,Cadmium compounds,kg,Hottle,index All_mappings file,,,10/14/2020
CALCIUM CYANAMIDE,kg, =,Calcium cyanamide,kg,Hottle,index All_mappings file,,,10/14/2020
CAPTAN,kg, =,Captan,kg,Hottle,index All_mappings file,,,10/14/2020
CARBARYL,kg, =,Carbaryl,kg,Hottle,index All_mappings file,,,10/14/2020
CARBOFURAN,kg, =,Carbofuran,kg,Hottle,index All_mappings file,,,10/14/2020
CARBON DISULFIDE,kg, =,Carbon disulfide,kg,Hottle,index All_mappings file,,,10/14/2020
CARBON TETRACHLORIDE,kg, =,Carbon tetrachloride,kg,Hottle,index All_mappings file,,,10/14/2020
CARBONYL SULFIDE,kg, =,Carbonyl sulfide,kg,Hottle,index All_mappings file,,,10/14/2020
CARBOXIN,kg, =,Carboxin,kg,Hottle,index All_mappings file,,,10/14/2020
CATECHOL,kg, =,Catechol,kg,Hottle,index All_mappings file,,,10/14/2020
CERTAIN GLYCOL ETHERS,kg,<,"Glycol ethers, subset",kg,Hottle,index All_mappings file,,,10/14/2020
CHLORDANE,kg, =,Chlordane,kg,Hottle,index All_mappings file,,,10/14/2020
CHLORIMURON ETHYL,kg, =,Chlorimuron-ethyl,kg,Hottle,index All_mappings file,,,10/14/2020
CHLORINE,kg, =,Chlorine,kg,Hottle,index All_mappings file,,,10/14/2020
CHLORINE DIOXIDE,kg, =,Chlorine dioxide,kg,Hottle,index All_mappings file,,,10/14/2020
CHLOROACETIC ACID,kg, =,Chloroacetic acid,kg,Hottle,index All_mappings file,,,10/14/2020
CHLOROBENZENE,kg, =,Chlorobenzene,kg,Hottle,index All_mappings file,,,10/14/2020
CHLOROBENZILATE,kg, =,Chlorobenzilate,kg,Hottle,index All_mappings file,,,10/14/2020
CHLORODIFLUOROMETHANE,kg, =,HCFC-22,kg,Hottle,index All_mappings file,,,10/14/2020
CHLOROETHANE,kg, =,Chloroethane,kg,Hottle,index All_mappings file,,,10/14/2020
CHLOROFORM,kg, =,Chloroform,kg,Hottle,index All_mappings file,,,10/14/2020
CHLOROMETHANE,kg, =,Chloromethane,kg,Hottle,index All_mappings file,,,10/14/2020
CHLOROMETHYL METHYL ETHER,kg, =,Chloromethyl methyl ether,kg,Hottle,index All_mappings file,,,10/14/2020
CHLOROPHENOLS,kg, =,Chlorinated phenols,kg,Hottle,index All_mappings file,,,10/14/2020
CHLOROPICRIN,kg, =,Chloropicrin,kg,Hottle,index All_mappings file,,,10/14/2020
CHLOROPRENE,kg, =,Chloroprene,kg,Hottle,index All_mappings file,,,10/14/2020
CHLOROTHALONIL,kg, =,Chlorothalonil,kg,Hottle,index All_mappings file,,,10/14/2020
CHLOROTRIFLUOROMETHANE,kg, =,CFC-13,kg,Hottle,index All_mappings file,,,10/14/2020
CHLORSULFURON,kg, =,Chlorsulfuron,kg,Hottle,index All_mappings file,,,10/14/2020
CHROMIUM,kg, =,Chromium,kg,Hottle,index All_mappings file,,,10/14/2020
CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),kg,<,Chromium compounds,kg,Hottle,index All_mappings file,,,10/14/2020
COBALT,kg, =,Cobalt,kg,Hottle,index All_mappings file,,,10/14/2020
COBALT COMPOUNDS,kg, =,Cobalt compounds,kg,Hottle,index All_mappings file,,,10/14/2020
COPPER,kg, =,Copper,kg,Hottle,index All_mappings file,,,10/14/2020
COPPER COMPOUNDS,kg, =,Copper compounds,kg,Hottle,index All_mappings file,,,10/14/2020
CREOSOTE,kg, =,Creosote,kg,Hottle,index All_mappings file,,,10/14/2020
CRESOL (MIXED ISOMERS),kg, =,Cresol,kg,Hottle,index All_mappings file,,,10/14/2020
CROTONALDEHYDE,kg, =,Crotonaldehyde,kg,Hottle,index All_mappings file,,,10/14/2020
CUMENE,kg, =,Cumene,kg,Hottle,index All_mappings file,,,10/14/2020
CUMENE HYDROPEROXIDE,kg, =,Cumene hydroperoxide,kg,Hottle,index All_mappings file,,,10/14/2020
CYANAZINE,kg,=,Cyanazine,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
CYANIDE COMPOUNDS,kg, =,Cyanide compounds,kg,Hottle,index All_mappings file,,,10/14/2020
CYCLOATE,kg, =,Cycloate,kg,Hottle,index All_mappings file,,,10/14/2020
CYCLOHEXANE,kg, =,Cyclohexane,kg,Hottle,index All_mappings file,,,10/14/2020
CYCLOHEXANOL,kg, =,Cyclohexanol,kg,Hottle,index All_mappings file,,,10/14/2020
CYFLUTHRIN,kg, =,Cyfluthrin,kg,Hottle,index All_mappings file,,,10/14/2020
DAZOMET,kg, =,Dazomet,kg,Hottle,index All_mappings file,,,10/14/2020
DECABROMODIPHENYL OXIDE,kg, =,Decabromodiphenyl oxide,kg,Hottle,index All_mappings file,,,10/14/2020
Desmedipham,kg,=,Desmedipham,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
DESMEDIPHAM,kg,=,Desmedipham,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
DI(2-ETHYLHEXYL) PHTHALATE,kg, =,Di(2-ethylhexyl) phthalate,kg,Hottle,index All_mappings file,,,10/14/2020
DIALLATE,kg, =,Diallate,kg,Hottle,index All_mappings file,,,10/14/2020
DIAMINOTOLUENE (MIXED ISOMERS),kg, =,Toluenediamine,kg,Hottle,index All_mappings file,,,10/14/2020
DIAZINON,kg, =,Diazinon,kg,Hottle,index All_mappings file,,,10/14/2020
DIBENZOFURAN,kg, =,Dibenzofuran,kg,Hottle,index All_mappings file,,,10/14/2020
DIBROMOTETRAFLUOROETHANE,kg, =,"1,2-Dibromo-1,1,2,2-tetrafluoroethane",kg,Hottle,index All_mappings file,,,10/14/2020
DIBUTYL PHTHALATE,kg, =,Dibutyl phthalate,kg,Hottle,index All_mappings file,,,10/14/2020
DICAMBA,kg, =,Dicamba,kg,Hottle,index All_mappings file,,,10/14/2020
DICHLOROBENZENE (MIXED ISOMERS),kg, =,Dichlorobenzene,kg,Hottle,index All_mappings file,,,10/14/2020
DICHLOROBROMOMETHANE,kg,=,Dichlorobromomethane,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
DICHLORODIFLUOROMETHANE,kg, =,CFC-12,kg,Hottle,index All_mappings file,,,10/14/2020
DICHLOROFLUOROMETHANE,kg, =,HCFC-21,kg,Hottle,index All_mappings file,,,10/14/2020
DICHLOROMETHANE,kg, =,Methylene chloride,kg,Hottle,index All_mappings file,,,10/14/2020
Dichloropentafluoropropane,kg,=,Dichloropentafluoropropane,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
DICHLOROPENTAFLUOROPROPANE,kg,=,Dichloropentafluoropropane,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
DICHLOROPHENE,kg,=,Dichlorophene,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
DICHLOROTETRAFLUOROETHANE (CFC-114),kg, =,CFC-114,kg,Hottle,index All_mappings file,,,10/14/2020
DICHLOROTRIFLUOROETHANE,kg,=,Dichlorotrifluoroethane,kg,Hottle,original TRI mappings not in current version,,,7/20/2018
DICHLORVOS,kg, =,Dichlorvos,kg,Hottle,index All_mappings file,,,10/14/2020
DICOFOL,kg, =,Dicofol,kg,Hottle,index All_mappings file,,,10/14/2020
DICYCLOPENTADIENE,kg, =,Dicyclopentadiene,kg,Hottle,index All_mappings file,,,10/14/2020
DIEPOXYBUTANE,kg, =,"2,2'-Bioxirane",kg,Hottle,index All_mappings file,,,10/14/2020
DIETHANOLAMINE,kg, =,Diethanolamine,kg,Hottle,index All_mappings file,,,10/14/2020
DIETHYL SULFATE,kg, =,Diethyl sulfate,kg,Hottle,index All_mappings file,,,10/14/2020
DIFLUBENZURON,kg, =,Diflubenzuron,kg,Hottle,index All_mappings file,,,10/14/2020
DIGLYCIDYL RESORCINOL ETHER,kg, =,Diglycidyl resorcinol ether,kg,Hottle,index All_mappings file,,,10/14/2020
DIHYDROSAFROLE,kg, =,Dihydrosafrole,kg,Hottle,index All_mappings file,,,10/14/2020
DIISOCYANATES,kg, =,Diisocyanates,kg,Hottle,index All_mappings file,,,10/14/2020
